G70001	Ἀαρών	aarōn	aaron	Aaron
G71630	ἔλαιον	elaion	eleon	olive oil
G71631	ἐλαιών	elaiōn	eleon	an olive garden;
G71632	Ἐλαμίτης	elamitēs	elamiytiys	Elamite
G71633	ἐλάσσων	elassōn	elasson	lesser
G71634	ἐλαττονέω	elattoneō	elattoneo	to have too little
G71635	ἐλαττόω	elattoō	elattoo	to make lower than
G71636	ἐλαύνω	elaunō	elavno	to row
G71637	ἐλαφρία	elaphria	elafriya	lightness
G71638	ἐλαφρός	elaphros	elafros	light
G71639	ἐλάχιστος	elachistos	elakhiystos	least
G71640	Ἐλεάζαρ	eleazar	eleazar	Eleazar
G71641	ἐλεάω	eleaō	eleao	to show mercy
G71642	ἐλεγμός	elegmos	elegmos	rebuke
G71643	ἔλεγξις	elenxis	elenggsiys	rebuke
G71644	ἔλεγχος	elenchos	elengghos	certainty
G71645	ἐλέγχω	elenchō	elenggho	to expose
G71646	ἐλεεινός	eleeinos	eleiynos	pitiful
G71647	ἐλεημοσύνη	eleēmosynē	eliymosiyniy	gift to the poor
G71648	ἐλεήμων	eleēmōn	eliymon	merciful
G71649	ἔλεος	eleos	eleos	mercy
G71650	ἐλευθερία	eleutheria	elefθeriya	freedom
G71651	ἐλεύθερος	eleutheros	elefθeros	free
G71652	ἐλευθερόω	eleutheroō	elefθeroo	to set free
G71653	ἔλευσις	eleusis	elefsiys	coming
G71654	ἐλεφάντινος	elephantinos	elefantiynos	made of ivory
G71655	Ἐλιακίμ	eliakim	eliyakiym	Eliakim
G71656	Ἐλιέζερ	eliezer	eliyezer	Eliezer
G71657	Ἐλιούδ	elioud	eliyuð	Eliud
G71658	Ἐλισάβετ	elisabet	eliysavet	Elizabeth
G71659	Ἐλισαῖος	elisaios	eliyseos	Elisha
G71660	ἑλίσσω	helissō	eliysso	to roll up
G71661	ἑλκόομαι	helkoomai	elkoome	to be covered with sores
G71662	ἕλκος	helkos	elkos	sore
G71663	ἕλκω	helkō	elko	to drag
G71664	Ἑλλάς	hellas	ellas	Greece
G71665	Ἕλλην	hellēn	elliyn	Greek
G71666	Ἑλληνικός	hellēnikos	elliyniykos	Greek
G71667	Ἑλληνίς	hellēnis	elliyniys	Greek
G71668	Ἑλληνιστής	hellēnistēs	elliyniystiys	Grecian Jew
G71669	Ἑλληνιστί	hellēnisti	elliyniystiy	in Greek
G71670	ἐλλογέω	ellogeō	elloyeo	to be charged to one's account
G71671	Ἐλμαδάμ	elmadam	elmaðam	Elmadam
G71672	ἐλπίζω	elpizō	elpiyzo	to hope
G71673	ἐλπίς	elpis	elpiys	hope
G71674	Ἐλύμας	elymas	eliymas	Elymas
G71675	ἐλωΐ	elōi	eloiy	Eloi
G71676	ἐμαυτοῦ	emautou	emaftu	myself
G71677	ἐμβαίνω	embainō	emveno	to get into
G71678	ἐμβάλλω	emballō	emvallo	to throw into
G71679	ἐμβάπτω	embaptō	emvapto	to dip into
G71680	ἐμβατεύω	embateuō	emvatevo	to go into great detail about
G71681	ἐμβιβάζω	embibazō	emviyvazo	to put on board
G71682	ἐμβλέπω	emblepō	emvlepo	to look
G71683	ἐμβριμάομαι	embrimaomai	emvriymaome	to warn sternly
G71684	ἐμέω	emeō	emeo	to spit out
G71685	ἐμμαίνομαι	emmainomai	emmenome	to be enraged
G71686	Ἐμμανουήλ	emmanouēl	emmanoiyl	Immanuel
G71687	Ἐμμαοῦς	emmaous	emmaus	Emmaus
G71688	ἐμμένω	emmenō	emmeno	to remain in
G71689	Ἑμμώρ	hemmōr	emmor	Hamor
G71690	ἐμός	emos	emos	my
G71691	ἐμπαιγμονή	empaigmonē	empegmoniy	scoffing
G71692	ἐμπαιγμός	empaigmos	empegmos	jeering
G71693	ἐμπαίζω	empaizō	empezo	to mock
G71694	ἐμπαίκτης	empaiktēs	empektiys	scoffer
G71695	ἐμπεριπατέω	emperipateō	emperiypateo	to walk among
G71696	ἐμπίμπλημι	empimplēmi	empiympliymiy	to fill
G71697	ἐμπίμπρημι	empimprēmi	empiympriymiy	set on fire
G71698	ἐμπίπτω	empiptō	empiypto	to fall into
G71699	ἐμπλέκομαι	emplekomai	emplekome	to be involved in
G71700	ἐμπλοκή	emplokē	emplokiy	braiding
G71701	ἐμπνέω	empneō	empneo	to breath
G71702	ἐμπορεύομαι	emporeuomai	emporevome	to carry on business
G71703	ἐμπορία	emporia	emporiya	business
G71704	ἐμπόριον	emporion	emporiyon	market
G71705	ἔμπορος	emporos	emporos	merchant
G71706	ἔμπροσθεν	emprosthen	emprosθen	before
G71707	ἐμπτύω	emptyō	emptiyo	to spit on
G71708	ἐμφανής	emphanēs	emfaniys	seen
G71709	ἐμφανίζω	emphanizō	emfaniyzo	to show
G71710	ἔμφοβος	emphobos	emfovos	afraid
G71711	ἐμφυσάω	emphysaō	emfiysao	to breathe on
G71712	ἔμφυτος	emphytos	emfiytos	implanted
G71713	ἐν	en	en	in
G71714	ἐναγκαλίζομαι	enankalizomai	enanggaliyzome	to take in one's arms
G71715	ἐνάλιον	enalion	enaliyon	creatures living in the sea
G71716	ἔναντι	enanti	enantiy	before
G71717	ἐναντίον	enantion	enantiyon	before
G71718	ἐναντίος	enantios	enantiyos	against
G71719	ἐνάρχομαι	enarchomai	enarkhome	to begin
G71720	ἔνατος	enatos	enatos	ninth
G71721	ἐνδεής	endeēs	enðiys	needy
G71722	ἔνδειγμα	endeigma	enðiygma	evidence
G71723	ἐνδείκνυμι	endeiknymi	enðiykniymiy	to show
G71724	ἔνδειξις	endeixis	enðiyksiys	demonstration
G71725	ἕνδεκα	hendeka	enðeka	eleven
G71726	ἑνδέκατος	hendekatos	enðekatos	eleventh
G71727	ἐνδέχεται	endechetai	enðekhete	it is possible
G71728	ἐνδημέω	endēmeō	enðiymeo	to be at home
G71729	ἐνδιδύσκω	endidyskō	enðiyðiysko	to put on
G71730	ἔνδικος	endikos	enðiykos	just
G71731	ἐνδοξάζομαι	endoxazomai	enðoksazome	to be glorified
G71732	ἔνδοξος	endoxos	enðoksos	honored
G71733	ἔνδυμα	endyma	enðiyma	clothing
G71734	ἐνδυναμόω	endynamoō	enðiynamoo	to give strength
G71735	ἐνδύνω	endynō	enðiyno	to worm one's way
G71736	ἔνδυσις	endysis	enðiysiys	putting on
G71737	ἐνδύω	endyō	enðiyo	to clothe
G71738	ἐνδώμησις	endōmēsis	enðomiysiys	construction
G71739	ἐνέδρα	enedra	eneðra	plot
G71740	ἐνεδρεύω	enedreuō	eneðrevo	to wait in ambush
G71741	ἐνειλέω	eneileō	eniyleo	to wrap in
G71742	ἔνειμι	eneimi	eniymiy	to be inside
G71743	ἕνεκα	heneka	eneka	for the sake of
G71744	ἕνεκεν	heneken	eneken	for
G71745	ἐνενήκοντα	enenēkonta	eneniykonta	ninety
G71746	ἐνέος	eneos	eneos	speechless
G71747	ἐνέργεια	energeia	eneryiya	working
G71748	ἐνεργέω	energeō	eneryeo	to be at work in
G71749	ἐνέργημα	energēma	eneryiyma	working
G71750	ἐνεργής	energēs	eneryiys	active
G71751	ἐνευλογέω	eneulogeō	enevloyeo	to be blessed
G71752	ἐνέχω	enechō	enekho	to oppose
G71753	ἐνθάδε	enthade	enθaðe	here
G71754	ἔνθεν	enthen	enθen	from here
G71755	ἐνθυμέομαι	enthymeomai	enθiymeome	to consider
G71756	ἐνθύμησις	enthymēsis	enθiymiysiys	thought
G71757	ἔνι	eni	eniy	there is
G71758	ἐνιαυτός	eniautos	eniyaftos	year
G71759	ἐνίστημι	enistēmi	eniystiymiy	to be present
G71760	ἐνισχύω	enischyō	eniyskhiyo	to strengthen
G71761	ἐννέα	ennea	ennea	nine
G71762	ἐννεύω	enneuō	ennevo	to make a sign
G71763	ἔννοια	ennoia	enniya	attitude
G71764	ἔννομος	ennomos	ennomos	under law
G71765	ἔννυχα	ennycha	enniykha	subject to the law
G71766	ἐνοικέω	enoikeō	eniykeo	to live in
G71767	ἐνορκίζω	enorkizō	enorkiyzo	to charge by oath
G71768	ἑνότης	henotēs	enotiys	unity
G71769	ἐνοχλέω	enochleō	enokhleo	to cause trouble
G71770	ἔνοχος	enochos	enokhos	subject to
G71771	ἔνταλμα	entalma	entalma	rule
G71772	ἐνταφιάζω	entaphiazō	entafiyazo	to prepare for burial
G71773	ἐνταφιασμός	entaphiasmos	entafiyazmos	preparation for burial
G71774	ἐντέλλομαι	entellomai	entellome	to command
G71775	ἐντεῦθεν	enteuthen	entefθen	from here
G71776	ἔντευξις	enteuxis	entefksiys	prayer
G71777	ἔντιμος	entimos	entiymos	highly valued
G71778	ἐντολή	entolē	entoliy	command
G71779	ἐντόπιος	entopios	entopiyos	resident
G71780	ἐντός	entos	entos	inside
G71781	ἐντρέπω	entrepō	entrepo	to cause shame
G71782	ἐντρέφομαι	entrephomai	entrefome	to be brought up
G71783	ἔντρομος	entromos	entromos	trembling
G71784	ἐντροπή	entropē	entropiy	shame
G71785	ἐντρυφάω	entryphaō	entriyfao	to revel
G71786	ἐντυγχάνω	entynchanō	entiyngghano	to intercede
G71787	ἐντυλίσσω	entylissō	entiyliysso	to wrap up
G71788	ἐντυπόω	entypoō	entiypoo	to be engraved
G71789	ἐνυβρίζω	enybrizō	eniyvriyzo	to insult
G71790	ἐνυπνιάζομαι	enypniazomai	eniypniyazome	to dreams
G71791	ἐνύπνιον	enypnion	eniypniyon	dream
G71792	ἐνώπιον	enōpion	enopiyon	before
G71793	Ἐνώς	enōs	enos	Enosh
G71794	ἐνωτίζομαι	enōtizomai	enotiyzome	to listen carefully
G71795	Ἑνώχ	henōch	enokh	Enoch
G71796	ἕξ	hex	eks	six
G71797	ἐξαγγέλλω	exangellō	eksanggello	to declare
G71798	ἐξαγοράζω	exagorazō	eksagorazo	to redeem
G71799	ἐξάγω	exagō	eksago	to lead out
G71800	ἐξαιρέω	exaireō	eksereo	to gouge
G71801	ἐξαίρω	exairō	eksero	to expel
G71802	ἐξαιτέομαι	exaiteomai	ekseteome	to ask for
G71803	ἐξαίφνης	exaiphnēs	eksefniys	suddenly
G71804	ἐξακολουθέω	exakoloutheō	eksakoluθeo	to follow
G71805	ἑξακόσιοι	hexakosioi	eksakosiyiy	six hundred
G71806	ἐξαλείφω	exaleiphō	eksaliyfo	to wipe away
G71807	ἐξάλλομαι	exallomai	eksallome	to jump up
G71808	ἐξανάστασις	exanastasis	eksanastasiys	resurrection
G71809	ἐξανατέλλω	exanatellō	eksanatello	to spring up
G71810	ἐξανίστημι	exanistēmi	eksaniystiymiy	to raise up
G71811	ἐξαπατάω	exapataō	eksapatao	to deceive
G71812	ἐξάπινα	exapina	eksapiyna	suddenly
G71813	ἐξαπορέομαι	exaporeomai	eksaporeome	to despair
G71814	ἐξαποστέλλω	exapostellō	eksapostello	to send out
G71815	ἐξαρτίζω	exartizō	eksartiyzo	to finish
G71816	ἐξαστράπτω	exastraptō	eksastrapto	to flash like lightning
G71817	ἐξαυτῆς	exautēs	eksaftiys	immediately
G71818	ἐξεγείρω	exegeirō	ekseyiyro	to raise
G71819	ἔξειμι	exeimi	eksiymiy	possible
G71820	ἐξέλκω	exelkō	ekselko	to be dragged away
G71821	ἐξέραμα	exerama	ekserama	vomit
G71822	ἐξεραυνάω	exeraunaō	ekseravnao	to search intently
G71823	ἐξέρχομαι	exerchomai	ekserkhome	to go out
G71824	ἔξεστιν	exestin	eksestiyn	it is legal
G71825	ἐξετάζω	exetazō	eksetazo	to make a search
G71826	ἐξηγέομαι	exēgeomai	eksiyyeome	to tell
G71827	ἑξήκοντα	hexēkonta	eksiykonta	sixty
G71828	ἑξῆς	hexēs	eksiys	next
G71829	ἐξηχέομαι	exēcheomai	eksiykheome	to ring out
G71830	ἕξις	hexis	eksiys	constant use
G71831	ἐξίστημι	existēmi	eksiystiymiy	to amaze
G71832	ἐξισχύω	exischyō	eksiyskhiyo	to have power
G71833	ἔξοδος	exodos	eksoðos	exodus
G71834	ἐξολεθρεύω	exolethreuō	eksoleθrevo	to be completely cut off from
G71835	ἐξομολογέω	exomologeō	eksomoloyeo	to consent
G71836	ἐξορκίζω	exorkizō	eksorkiyzo	to charge under oath
G71837	ἐξορκιστής	exorkistēs	eksorkiystiys	one driving out evil spirits
G71838	ἐξορύσσω	exoryssō	eksoriysso	to dig through
G71839	ἐξουδενέω	exoudeneō	eksuðeneo	to be rejected
G71840	ἐξουθενέω	exoutheneō	eksuθeneo	to treat with contempt
G71841	ἐξουσία	exousia	eksusiya	authority
G71842	ἐξουσιάζω	exousiazō	eksusiyazo	to have power over
G71843	ἐξοχή	exochē	eksokhiy	leading
G71844	ἐξυπνίζω	exypnizō	eksiypniyzo	to wake up
G71845	ἔξυπνος	exypnos	eksiypnos	awake
G71846	ἔξω	exō	ekso	out
G71847	ἔξωθεν	exōthen	eksoθen	from the outside
G71848	ἐξωθέω	exōtheō	eksoθeo	to drive out
G71849	ἐξώτερος	exōteros	eksoteros	outside
G71850	ἔοικα	eoika	eiyka	to be like
G71851	ἑορτάζω	heortazō	eortazo	to celebrate a festival
G71852	ἑορτή	heortē	eortiy	feast
G71853	ἐπαγγελία	epangelia	epanggeliya	promise
G71854	ἐπαγγέλλομαι	epangellomai	epanggellome	to promise
G71855	ἐπάγγελμα	epangelma	epanggelma	promise
G71856	ἐπάγω	epagō	epago	to bring upon
G71857	ἐπαγωνίζομαι	epagōnizomai	epagoniyzome	to contend
G71858	ἐπαθροίζομαι	epathroizomai	epaθriyzome	to increase
G71859	Ἐπαίνετος	epainetos	epenetos	Epenetus
G71860	ἐπαινέω	epaineō	epeneo	to praise
G71861	ἔπαινος	epainos	epenos	praise
G71862	ἐπαίρω	epairō	epero	to lift up
G71863	ἐπαισχύνομαι	epaischynomai	epeskhiynome	to be ashamed of
G71864	ἐπαιτέω	epaiteō	epeteo	to beg
G71865	ἐπακολουθέω	epakoloutheō	epakoluθeo	to follow after
G71866	ἐπακούω	epakouō	epakuo	to hear
G71867	ἐπακροάομαι	epakroaomai	epakroaome	to listen to
G71868	ἐπάν	epan	epan	when
G71869	ἐπάναγκες	epanankes	epanangges	necessarily
G71870	ἐπανάγω	epanagō	epanago	to put out
G71871	ἐπαναμιμνῄσκω	epanamimnēskō	epanamiymniysko	to remind again
G71872	ἐπαναπαύομαι	epanapauomai	epanapavome	to rest on
G71873	ἐπανέρχομαι	epanerchomai	epanerkhome	to return
G71874	ἐπανίσταμαι	epanistamai	epaniystame	to rebel against
G71875	ἐπανόρθωσις	epanorthōsis	epanorθosiys	correcting
G71876	ἐπάνω	epanō	epano	above
G71877	ἐπάρατος	eparatos	eparatos	accursed
G71878	ἐπαρκέω	eparkeō	eparkeo	to help
G71879	ἐπαρχεία	eparcheia	eparkhiya	province
G71880	ἔπαυλις	epaulis	epavliys	place to live
G71881	ἐπαύριον	epaurion	epavriyon	the next day
G71882	Ἐπαφρᾶς	epaphras	epafras	Epaphras
G71883	ἐπαφρίζω	epaphrizō	epafriyzo	to foam up
G71884	Ἐπαφρόδιτος	epaphroditos	epafroðiytos	Epaphroditus
G71885	ἐπεγείρω	epegeirō	epeyiyro	to stir up
G71886	ἐπεί	epei	epiy	since
G71887	ἐπειδή	epeidē	epiyðiy	when
G71888	ἐπειδήπερ	epeidēper	epiyðiyper	inasmuch as
G71889	ἔπειμι	epeimi	epiymiy	the next day
G71890	ἐπεισαγωγή	epeisagōgē	epiysagoyiy	introduction
G71891	ἐπεισέρχομαι	epeiserchomai	epiyserkhome	to come in
G71892	ἔπειτα	epeita	epiyta	then
G71893	ἐπέκεινα	epekeina	epekiyna	beyond
G71894	ἐπεκτείνομαι	epekteinomai	epektiynome	to strain toward
G71895	ἐπενδύομαι	ependyomai	epenðiyome	to be clothed with
G71896	ἐπενδύτης	ependytēs	epenðiytiys	outer garment
G71897	ἐπέρχομαι	eperchomai	eperkhome	to come
G71898	ἐπερωτάω	eperōtaō	eperotao	to ask
G71899	ἐπερώτημα	eperōtēma	eperotiyma	pledge
G71900	ἐπέχω	epechō	epekho	hold out
G71901	ἐπηρεάζω	epēreazō	epiyreazo	to mistreat
G71902	ἐπί	epi	epiy	on
G71903	ἐπιβαίνω	epibainō	epiyveno	to go up
G71904	ἐπιβάλλω	epiballō	epiyvallo	to throw over
G71905	ἐπιβαρέω	epibareō	epiyvareo	to burden
G71906	ἐπιβιβάζω	epibibazō	epiyviyvazo	to put on
G71907	ἐπιβλέπω	epiblepō	epiyvlepo	to look at
G71908	ἐπίβλημα	epiblēma	epiyvliyma	patch
G71909	ἐπιβουλή	epiboulē	epiyvuliy	plan
G71910	ἐπιγαμβρεύω	epigambreuō	epiygamvrevo	to marry
G71911	ἐπίγειος	epigeios	epiyyiyos	being on the earth
G71912	ἐπιγίνομαι	epiginomai	epiyyiynome	to come up
G71913	ἐπιγινώσκω	epiginōskō	epiyyiynosko	to know
G71914	ἐπίγνωσις	epignōsis	epiygnosiys	knowledge
G71915	ἐπιγραφή	epigraphē	epiygrafiy	inscription
G71916	ἐπιγράφω	epigraphō	epiygrafo	to write
G71917	ἐπιδείκνυμι	epideiknymi	epiyðiykniymiy	to show
G71918	ἐπιδέχομαι	epidechomai	epiyðekhome	to welcome
G71919	ἐπιδημέω	epidēmeō	epiyðiymeo	to live as a visitor
G71920	ἐπιδιατάσσομαι	epidiatassomai	epiyðiyatassome	to add to
G71921	ἐπιδίδωμι	epididōmi	epiyðiyðomiy	to give
G71922	ἐπιδιορθόω	epidiorthoō	epiyðiyorθoo	to straighten out
G71923	ἐπιδύω	epidyō	epiyðiyo	to go down
G71924	ἐπιείκεια	epieikeia	epiyiykiya	gentleness
G71925	ἐπιεικής	epieikēs	epiyiykiys	gentle
G71926	ἐπιζητέω	epizēteō	epiyziyteo	to look for
G71927	ἐπιθανάτιος	epithanatios	epiyθanatiyos	condemned to die
G71928	ἐπίθεσις	epithesis	epiyθesiys	laying on
G71929	ἐπιθυμέω	epithymeō	epiyθiymeo	to long for
G71930	ἐπιθυμητής	epithymētēs	epiyθiymiytiys	one who desires
G71931	ἐπιθυμία	epithymia	epiyθiymiya	desire
G71932	ἐπικαθίζω	epikathizō	epiykaθiyzo	to sit down
G71933	ἐπικαλέω	epikaleō	epiykaleo	to call
G71934	ἐπικάλυμμα	epikalymma	epiykaliymma	cover-up
G71935	ἐπικαλύπτω	epikalyptō	epiykaliypto	to be covered
G71936	ἐπικατάρατος	epikataratos	epiykataratos	cursed
G71937	ἐπίκειμαι	epikeimai	epiykiyme	to lay upon
G71938	ἐπικέλλω	epikellō	epiykello	to run aground
G71939	Ἐπικούρειος	epikoureios	epiykuriyos	Epicurean
G71940	ἐπικουρία	epikouria	epiykuriya	help
G71941	ἐπικρίνω	epikrinō	epiykriyno	to decide
G71942	ἐπιλαμβάνομαι	epilambanomai	epiylamvanome	to take hold
G71943	ἐπιλανθάνομαι	epilanthanomai	epiylanθanome	to forget
G71944	ἐπιλέγω	epilegō	epiylego	to be called
G71945	ἐπιλείπω	epileipō	epiyliypo	to not have
G71946	ἐπιλείχω	epileichō	epiyliykho	to lick
G71947	ἐπιλησμονή	epilēsmonē	epiyliyzmoniy	forgetfulness
G71948	ἐπίλοιπος	epiloipos	epiyliypos	remaining
G71949	ἐπίλυσις	epilysis	epiyliysiys	interpretation
G71950	ἐπιλύω	epilyō	epiyliyo	to explain
G71951	ἐπιμαρτυρέω	epimartyreō	epiymartiyreo	to testify that
G71952	ἐπιμέλεια	epimeleia	epiymeliya	needs
G71953	ἐπιμελέομαι	epimeleomai	epiymeleome	to take care of
G71954	ἐπιμελῶς	epimelōs	epiymelos	carefully
G71955	ἐπιμένω	epimenō	epiymeno	to stay
G71956	ἐπινεύω	epineuō	epiynevo	to accept
G71957	ἐπίνοια	epinoia	epiyniya	thought
G71958	ἐπιορκέω	epiorkeō	epiyorkeo	to break an oath
G71959	ἐπίορκος	epiorkos	epiyorkos	perjured
G71960	ἐπιούσιος	epiousios	epiyusiyos	what recurs on daily basis
G71961	ἐπιπίπτω	epipiptō	epiypiypto	to fall upon
G71962	ἐπιπλήσσω	epiplēssō	epiypliysso	to rebuke
G71963	ἐπιποθέω	epipotheō	epiypoθeo	to long for
G71964	ἐπιπόθησις	epipothēsis	epiypoθiysiys	longing
G71965	ἐπιπόθητος	epipothētos	epiypoθiytos	longed for
G71966	ἐπιποθία	epipothia	epiypoθiya	longing
G71967	ἐπιπορεύομαι	epiporeuomai	epiyporevome	to come to
G71968	ἐπιράπτω	epiraptō	epiyrapto	to sew on
G71969	ἐπιρίπτω	epiriptō	epiyriypto	to throw on
G71970	ἐπίσημος	episēmos	epiysiymos	notorious
G71971	ἐπισιτισμός	episitismos	epiysiytiyzmos	food
G71972	ἐπισκέπτομαι	episkeptomai	epiyskeptome	to visit
G71973	ἐπισκευάζομαι	episkeuazomai	epiyskevazome	to get ready
G71974	ἐπισκηνόω	episkēnoō	epiyskiynoo	to rest upon
G71975	ἐπισκιάζω	episkiazō	epiyskiyazo	to cast a shadow
G71976	ἐπισκοπέω	episkopeō	epiyskopeo	to see to
G71977	ἐπισκοπή	episkopē	epiyskopiy	coming
G71978	ἐπίσκοπος	episkopos	epiyskopos	overseer
G71979	ἐπισπάομαι	epispaomai	epiyspaome	to conceal circumcision
