G1	阿拉法
G5028	墳墓
G5029	即刻
G5030	短暫地
G5031	簡短的
G5032	更迅速地
G5033	極快地
G5034	短暫的時間
G5035	即刻
G5036	快快的
G5037	兩者
G5038	城牆
G5039	表號
G5040	小孩
G5041	生養兒女
G5042	分娩
G5043	孩子
G5044	養育兒女
G5045	技師
G5046	完全的
G5047	完全
G5048	作成
G5049	完全地
G5050	完成
G5051	完成者
G5052	結成熟果實
G5053	命終
G5054	死亡
G5055	完畢
G5056	界限
G5057	稅吏
G5058	稅關
G5059	奇事
G5060	德丟
G5061	帖土羅
G5062	四十
G5063	四十年
G5064	四
G5065	第十四
G5066	關於第四天
G5067	第四
G5068	四角的
G5069	四人一班
G5070	四乘一千
G5071	四百
G5072	四個月之久
G5073	四倍的
G5074	四足走獸
G5075	作四分領太守
G5076	四分之一領土的統治者
G5077	焚燒成灰
G5078	技藝
G5079	工藝師
G5080	熔解
G5081	用顯然-態度
G5082	有如這個
G5083	防守
G5084	守望著
G5085	提庇哩亞
G5086	提庇留
G5087	設立
G5088	生產
G5089	採取
G5090	底買
G5091	珍視
G5092	價值
G5093	有價值的
G5094	珍寶
G5095	提摩太
G5096	提門
G5097	為要保護名譽
G5098	辯明後的處置
G5099	付款
G5100	有些
G5101	誰
G5102	名號
G5103	提多
G5104	卻是
G5105	確切的因由
G5106	就是現在
G5107	同樣的
G5108	確是這樣
G5109	牆
G5110	利息
G5111	冒險
G5112	更加勇敢
G5113	勇敢的人
G5114	更加鋒利
G5115	弓
G5116	一種寶石
G5117	處
G5118	像這麼大的
G5119	那時
G5120	屬於這位
G5121	反之
G5122	名字
G5123	就是
G5124	那
G5125	對於這些
G5126	這個
G5127	屬於這個
G5128	這些
G5129	對這個
G5130	屬於這些人
G5131	公山羊
G5132	桌子
G5133	兌換銀錢的人
G5134	傷處
G5135	使人受傷
G5136	抓喉
G5137	喉
G5138	不平的
G5139	特拉可尼
G5140	三
G5141	戰慄
G5142	使強而有力
G5143	跑
G5144	三十
G5145	三百
G5146	鐵蒺藜
G5147	路徑
G5148	三年之久
G5149	切齒
G5150	三個月
G5151	三次
G5152	三層樓
G5153	三千
G5154	第三部份
G5155	毛狀的
G5156	震顫
G5157	轉動
G5158	樣式
G5159	容忍他人習性
G5160	滋養品
G5161	特羅非摩
G5162	撫養者
G5163	驛道
G5164	輪子
G5165	碗
G5166	收採葡萄
G5167	斑鳩
G5168	針眼
G5169	小孔
G5170	土非拿
G5171	宴樂
G5172	放縱
G5173	土富撒
G5174	特羅亞
G5175	特羅基利翁
G5176	齧咬
G5177	蒙受
G5178	用刑具拷問
G51780001	典型的
G5179	印模
G5180	重擊
G5181	推喇奴
G5182	造成混亂
G5183	推羅人
G5184	推羅
G5185	像在煙中的迷糊
G5186	弄瞎
G5187	陷在煙霧中
G5188	冒煙
G5189	暴風雨
G5190	推基古
G5191	紅碧玉的
G5192	紅碧玉
G5193	玻璃作的
G5194	玻璃
G5195	行粗暴
G5196	淩辱
G5197	侮慢人的
G5198	完好的健康
G5199	健康的
G5200	濕
G5201	水罐子
G5202	喝水
G5203	患水腫的
G5204	水
G5205	雨水
G5206	兒子的名分
G5207	兒子
G5208	森林
G5209	你們
G5210	你們
G5211	許米乃
G5212	你們的
G5213	給你們
G5214	唱詩
G5215	讚美詩
G5216	屬你們的
G5217	被帶去
G5218	留心傾聽
G5219	聽從
G5220	服從於某一人
G5221	迎接
G5222	相遇
G5223	存在
G5224	現存
G5225	開始屬於
G5226	降服
G5227	敵對的
G5228	在上
G5229	高抬自己
G5230	超過頂點
G5231	遠超⋯之上
G5232	過度增長
G5233	超越
G5234	過度地
G5235	投出超過正常的標準
G5236	投出超過別人的
G5237	忽略
G5238	在那些之上
G52380001	極多的
G5239	過度伸展
G5240	溢流
G5241	代求
G5242	自持高超
G5243	傲慢
G5244	顯示自己超過別人
G52440001	至上首腦
G5245	得勝有餘
G5246	過於誇張
G5247	傑出
G5248	極充分
G5249	極充分地
G5250	格外豐盛
G5251	升為至高
G5252	自命不凡
G5253	房內較高部份
G5254	忍受
G5255	留心傾聽
G5256	服事
G5257	划槳者
G5258	睡
G5259	被
G5260	偷偷地投出去
G5261	寫字摹本
G5262	展示
G5263	以實例施教
G5264	被接受在屋內
G5265	綁在腳底下
G5266	縛在腳底下之物
G5267	在判決之下
G5268	負軛的牲畜
G5269	束縛
G5270	在⋯底下
G5271	裝假
G5272	演戲
G5273	演員
G5274	從下面接上去
G52740001	剩下的餘數
G5275	剩下
G5276	壓榨時用的容器
G5277	遺留
G5278	停在下面
G5279	喚起記憶
G5280	記憶
G5281	歡然忍受
G5282	設想
G5283	懷疑
G5284	駛過
G5285	輕微地吹氣
G5286	安放腳的腳凳
G5287	確定
G5288	被抑制
G5289	退縮
G5290	轉回
G5291	鋪設於下面
G5292	順服
G5293	服從
G5294	安置在下面
G5295	沿著⋯跑
G5296	規範
G5297	忍受得住
G5298	離去
G5299	打中眼下
G5300	豬
G5301	牛膝草
G5302	趕不上
G5303	不足
G5304	短缺
G5305	更後
G5306	末後的
G5307	織成的
G5308	高的
G5309	心思高傲
G5310	至高的
G5311	高超
G5312	升高
G5313	高處
G5314	貪食者
G5315	喫
G5316	發光
G5317	法勒
G5318	照耀
G5319	使顯明
G5320	明顯地
G5321	展示
G5322	發光物
G5323	法內力
G5324	顯示出來
G5325	憑空顯耀
G5326	顯示
G5327	山凹
G5328	法老
G5329	法勒斯
G5330	法利賽人
G5331	葯物
G5332	麻醉師
G5333	麻醉師
G5334	述說
G5335	斷言
G5336	秣槽
G5337	邪惡
G5338	壯麗
G5339	愛惜
G5340	有節制地
G5341	斗篷
G5342	負擔
G5343	逃避
G5344	腓力斯
G5345	聲言
G5346	說明
G5347	非斯都
G5348	先到
G5349	必朽壞的
G5350	說出
G5351	使虛萎無用
G5352	秋天的
G5353	發聲
G5354	嫉妒
G5355	惡意
G5356	腐朽
G5357	淺而寬的杯
G5358	喜愛良善
G5359	非拉鐵非
G5360	如兄弟的愛
G5361	弟兄相愛
G5362	愛男人
G5363	喜愛人類
G5364	對人友愛
G5365	貪財
G5366	愛銀子
G5367	愛自己的
G5368	友愛
G5369	愛享樂
G5370	接吻
G5371	腓利門
G5372	腓理徒
G5373	喜愛
G5374	腓立比人
G5375	腓立比
G5376	腓力
G5377	愛神
G5378	非羅羅古
G5379	好爭論
G5380	好爭吵的
G5381	愛心接待客旅
G5382	愛心待客的
G5383	好為首
G5384	親愛的
G5385	哲學
G5386	喜愛智慧的
G5387	家人間的親愛
G5388	愛兒女
G5389	渴望尊貴
G5390	心思友愛地
G5391	心思友愛的
G5392	籠住嘴
G5393	弗勒干
G5394	點著
G5395	火焰
G5396	胡說者
G5397	說長道短的
G5398	可怖的
G5399	害怕
G5400	可怕的事
G5401	恐懼
G5402	非比
G5403	腓尼基
G5404	棕樹
G5405	非尼基
G5406	謀殺犯
G5407	謀殺
G5408	謀殺
G5409	有負擔
G5410	市場
G5411	負擔
G5412	負擔
G5413	貨物
G5414	攜帶之物
G5415	福徒拿都
G5416	鞭子
G5417	鞭打
G5418	籬笆
G5419	指示
G5420	阻隔
G5421	坑
G5422	迷亂人的心思
G5423	迷亂人心思者
G5424	腹中橫隔膜
G5425	毛髮豎立
G5426	想著
G5427	意欲
G5428	智力行為或活動
G5429	深思的
G5430	聰明地
G5431	運用心思
G5432	預為看守
G5433	發出噴噴聲
G5434	枯枝
G5435	弗呂家
G5436	腓吉路
G5437	逃逸
G5438	防守
G5439	監禁
G5440	護身符
G5441	看守的人
G5442	看守
G5443	支派
G5444	苖
G5445	揉麵團
G5446	生來的
G5447	自然地
G5448	自鳴得意
G5449	生長出來的
G5450	誇傲
G5451	移植
G5452	栽種
G5453	噴出
G5454	動物所掘的地洞
G5455	發聲
G5456	聲音
G5457	光
G5458	發光體
G5459	帶光體
G5460	明亮的
G5461	照射
G5462	光亮
G5463	歡樂
G5464	雹
G5465	放低
G5466	迦勒底人
G5467	艱難的
G5468	作馴馬師
G5469	馬勒
G5470	銅的
G5471	銅匠
G5472	似銅的
G5473	銅器
G5474	發亮的銅
G5475	銅
G5476	在地上
G5477	迦南
G5478	迦南人
G5479	歡樂
G5480	印記
G5481	真像
G5482	垣
G5483	恩待
G5484	為此
G5485	恩典
G5486	恩賜
G5487	賜給
G5488	哈蘭
G5489	紙張
G5490	大空隙
G5491	唇
G5492	面臨風雨
G5493	暴風雨-急流溪
G5494	暴風雨
G5495	手
G5496	用手引領
G5497	用手帶領者
G5498	手寫文件
G5499	手造的
G5500	伸手表決
G5501	更加惡
G5502	基路伯
G5503	寡婦
G5504	昨日
G5505	一千
G5506	一千士兵的指揮官
G5507	千
G5508	基阿
G5509	上衣
G5510	雪
G5511	軍用外衣
G5512	反唇相譏
G5513	溫水
G5514	革來氏
G5515	青色的
G5516	六六六
G5517	屬土的
G5518	升
G5519	豬
G5520	發脾氣
G5521	膽
G5522	塵土
G5523	哥拉汛
G5524	作舞蹈帶領者
G5525	圓場
G5526	餵飽
G5527	糧草
G5528	場
G5529	苦撒
G5530	供應一切所需
G5531	借
G5532	使用
G5533	債務人
G5534	當用
G5535	需用
G5536	有用
G5537	發表神諭
G5538	神的回話
G5539	適用的
G5540	用處
G5541	表現自己的用處
G5542	似有用的話
G5543	合用的
G5544	恩慈
G5545	軟膏
G5546	基督徒
G5547	基督
G5548	塗抹
G5549	遲延
G5550	時期
G5551	消磨時間
G5552	金的
G5553	金器
G5554	帶金戒指的
G5555	金黃色石頭
G5556	寶石
G5557	金
G5558	鍍金
G5559	身體
G5560	顛躓
G5561	地方
G5562	進到
G5563	隔離
G5564	小塊土地
G5565	到某處
G5566	西北風
G5567	彈琴
G5568	詩章
G5569	假弟兄
G5570	假使徒
G5571	不真實
G5572	假教師
G5573	說謊的
G5574	撒謊
G5575	假見證
G5576	作假見證
G5577	不真的證言
G5578	假先知
G5579	虛謊
G5580	假彌賽亞
G5581	不真實的稱呼
G5582	捏造
G5583	說謊者
G5584	操作
G5585	用小圓石計算數目
G5586	小圓石
G5587	低語
G5588	暗中毀謗人者
G5589	一小點
G5590	呼吸
G5591	有天然感覺的
G5592	寒冷
G5593	寒冷的
G5594	呼氣
G5595	小量餵食
G5596	餅屑
G5597	搓磨
G5598	俄梅憂
G5599	哦
G5600	是
G5601	俄備得
G5602	在這同一處
G5603	詩歌
G5604	劇痛
G5605	經過生產之痛苦
G5606	肩
G5607	是的
G5608	購買
G5609	蛋
G5610	時辰
G5611	合時宜的
G5612	吼叫
G5613	好像
G5614	和散那
G5615	像這樣
G5616	彷彿
G5617	何西亞
G5618	正如
G5619	就像
G5620	甚至
G5621	耳朵
G56210001	耳
G5622	有用
G5623	有用
G5624	有益的
H1	父
H2	父
H3	一種青綠的植物
H4	果子
H5	亞拔他
H6	漂失
H7	毀滅
H8	不幸的
H9	失物
H10	滅亡
H11	滅亡
H12	滅亡
H13	滅亡
H14	呼求
H15	渴望
H16	紙草
H17	願望
H18	槽
H19	刀劍的威脅
H20	瓜
H21	亞比
H22	亞別
H23	亞比亞撒
H24	青綠
H25	基遍之父
H26	亞比該
H27	亞比但
H28	亞比大
H29	亞比亞
H30	亞比戶
H31	亞比忽
H32	亞比亥
H33	亞比以謝族人
H34	缺乏
H35	激起欲望
H36	亞比突
H37	亞比他
H38	亞比央
H39	亞比瑪利
H40	亞比米勒
H41	亞比拿達
H42	亞比挪菴
H43	以比雅撒
H44	亞比以謝
H45	亞比以本
H46	大能者
H47	強壯的
H48	亞比蘭
H49	亞比煞
H50	亞比書
H51	亞比述
H52	亞比篩
H53	押沙龍
H54	亞比亞他
H55	向上盤繞
H56	悲傷
H57	悲哀
H58	草地
H59	亞比拉
H60	悲哀
H61	願
H62	亞伯伯瑪迦
H63	亞伯什亭
H64	亞備勒基拉明
H65	亞伯米何拉
H66	亞伯瑪音
H67	亞伯麥西
H68	石頭
H69	石頭
H70	一對石頭
H71	亞罷拿
H72	以便以謝
H73	腰帶
H74	押尼珥
H75	飼養
H76	發炎的膿泡
H77	亞別
H78	以比讚
H79	漂浮
H80	輕微粒
H81	粉
H82	飛翔
H83	羽毛
H84	翎毛
H85	亞伯拉罕
H86	跪下
H87	亞伯蘭
H88	阿伯
H89	亞基
H90	亞甲
H91	亞甲人
H92	帶子
H93	果核
H94	亞古珥
H95	收集工資
H96	貯水池
H97	以基蓮
H98	沼澤
H99	憂愁
H100	多沼澤的
H101	碗
H102	遮蓋
H103	收穫
H104	書信
H105	盤
H106	緊握
H107	信
H108	霧
H109	呻吟
H110	亞德別
H111	哈達
H112	易多
H113	最高統治者
H114	亞頓
H115	亞多萊音
H116	然後
H117	寬
H118	亞大利雅
H119	顯出紅色
H120	紅色的
H121	亞當
H122	玫瑰紅
H123	以東
H124	紅
H125	帶紅色的
H126	押瑪
H127	土壤
H128	亞大瑪
H129	亞大米
H130	以東人
H131	亞都冥
H132	帶紅色的
H133	押瑪他
H134	基礎
H135	押坦
H136	主
H137	亞多尼比色
H138	亞多尼雅
H139	亞多尼洗德
H140	亞多尼干
H141	亞多尼蘭
H142	擴展
H143	亞達
H144	亞達
H145	豐富
H146	亞大
H147	廣闊
H148	神職人員
H149	迅速地
H150	達利克
H151	亞多蘭
H152	亞得米勒
H153	臂
H154	以得來
H155	寬廣的
H156	踹穀
H157	愛
H158	愛情
H159	愛情
H160	愛
H161	阿轄
H162	哦
H163	亞哈瓦
H164	以笏
H165	在那裏
H166	清亮
H167	支搭帳棚
H168	帳棚
H169	阿黑
H170	阿荷拉
H171	亞何利亞伯
H172	阿荷利巴
H173	阿何利巴瑪
H174	沉香木
H175	亞倫
H176	或
H177	烏益
H178	喃喃而言
H179	阿比勒
H180	水流
H181	撥火棒
H182	旋轉
H183	願
H184	伸展
H185	渴望
H186	烏賽
H187	烏薩
H188	哀傷
H189	以未
H190	禍
H191	愚妄的
H192	以未米羅達
H193	身體
H194	若不
H195	烏萊
H196	愚昧
H197	廊子
H198	烏蘭
H199	無論如何
H200	愚昧
H201	阿抹
H202	才幹
H203	安
H204	安
H205	一無所有
H206	亞文
H207	阿娜
H208	阿南
H209	俄南
H210	烏法
H211	阿斐
H212	輪
H213	壓
H214	堆積
H215	發光
H216	照明
H217	火焰
H218	吾珥
H219	有光輝的
H220	畜舍
H221	烏利
H222	烏列
H223	烏利亞
H224	烏陵
H225	來到
H226	信號
H227	在那時
H228	點火
H229	伊斯拜
H230	穩固
H231	牛膝草
H232	繫以帶
H233	那時
H234	一個提醒者
H235	離去
H236	離去
H237	以色
H238	擴展
H239	衡量
H240	鍬
H241	廣闊
H242	烏羡舍伊拉
H243	亞斯納他泊
H244	阿斯尼
H245	亞散尼
H246	手銬
H247	束腰帶
H248	臂
H249	自然的生長
H250	以斯拉人
H251	弟兄
H252	弟兄
H253	呀
H254	火盆
H255	號叫者
H256	亞哈
H257	亞辦
H258	統一
H259	聯合的
H260	蘆葦
H261	以忽
H262	發言
H263	解答
H264	弟兄友愛
H265	亞何亞
H266	亞合人
H267	亞戶買
H268	後部
H269	姐妹
H270	捉
H271	亞哈斯
H272	握住
H273	亞哈賽
H274	亞哈謝
H275	亞戶撒
H276	亞戶撒
H277	亞希
H278	以希
H279	亞希暗
H280	謎
H281	亞希亞
H282	亞希忽
H283	亞希約
H284	亞希忽
H285	亞希突
H286	亞希律
H287	亞希摩
H288	亞希米勒
H289	亞希幔
H290	亞希瑪斯
H291	亞現
H292	亞希拿達
H293	亞希暖
H294	亞希撒抹
H295	亞希以謝
H296	亞希甘
H297	亞希蘭
H298	亞希蘭人
H299	亞希拉
H300	亞希沙哈
H301	亞希煞
H302	亞希多弗
H303	亞黑拉
H304	亞來
H305	巴不得
H306	珠寶
H307	亞瑪他
H308	亞哈拜
H309	閒蕩
H310	後部
H311	以後
H312	後面的
H313	亞黑
H314	以後
H315	亞哈拉
H316	亞哈黑
H317	其餘的
H318	最後的
H319	最後
H320	後者
H321	另外的
H322	向後
H323	省長
H324	省長
H325	亞哈隨魯
H326	哈轄斯他利
H327	騾
H328	緩慢地
H329	亞達
H330	編織
H331	關閉
H332	關上
H333	亞特
H334	關閉
H335	那裏
H336	不
H337	禍哉
H338	號叫者
H339	乾地
H340	恨惡
H341	仇恨
H342	敵意
H343	痛苦
H344	鷹
H345	亞雅
H346	在那裏
H347	約伯
H348	耶洗別
H349	如何
H350	以迦博
H351	那裏
H352	強
H353	能力
H354	公鹿
H355	母鹿
H356	以倫
H357	亞雅崙
H358	以倫伯哈南
H359	以祿
H360	能力
H361	柱廊
H362	以琳
H363	樹
H364	伊勒巴蘭
H365	鹿
H366	可怕的
H367	可怕
H368	以米人
H369	不存在
H370	在那裏
H371	是否
H372	伊以謝
H373	伊以謝人
H374	伊法
H375	何處
H376	人
H377	作一個人
H378	伊施波設
H379	伊施荷
H380	眼中的瞳人
H381	有權勢的人
H382	陀伯人
H383	存在
H384	以鐵
H385	以他瑪
H386	永久的
H387	以探
H388	以他念
H389	只
H390	亞甲
H391	虛假
H392	亞革悉
H393	劇烈的
H394	可佈的
H395	兇猛
H396	可喫的
H397	亞吉
H398	喫
H399	喫
H400	食物
H401	烏甲
H402	食物
H403	堅定地
H404	壓彎
H405	負擔
H406	農夫
H407	押煞
H408	不
H409	不
H410	大能者
H411	這些
H412	這些
H413	向
H414	以拉
H415	伊利伊羅伊以色列
H416	伊勒伯特利
H417	大冰雹
H418	檀香木
H419	伊利達
H420	以勒大
H421	哀慟
H422	起誓
H423	咒詛
H424	橡樹
H425	以拉
H426	神
H427	橡樹
H428	這些
H429	這些
H430	神
H431	看啊
H432	不
H433	神
H434	無用的
H435	以祿
H436	橡樹
H437	橡樹
H438	亞龍
H439	亞倫巴古
H440	以倫
H441	親密的
H442	亞錄
H443	以利薩巴
H444	使污損
H445	伊勒哈難
H446	以利押
H447	以列
H448	以利亞他
H449	以利達
H450	以利雅大
H451	肥尾巴
H452	以利亞
H453	以利戶
H454	以利約乃
H455	以利雅哈巴
H456	以利何烈
H457	偶像
H458	以利米勒
H459	這些
H460	以利雅薩
H461	以利以謝
H462	以利乃
H463	以連
H464	以利法
H465	以利法勒
H466	以利斐利戶
H467	以利法列
H468	以利蓿
H469	以利撒反
H470	以利加
H471	以利亞敬
H472	以利沙巴
H473	以利沙
H474	以利書亞
H475	以利亞實
H476	以利沙瑪
H477	以利沙
H478	以利沙法
H479	這些
H480	哎呀
H481	捆
H482	無聲的
H483	啞的
H484	檀香樹
H485	捆住
H486	亞摩答
H487	亞拉米勒
H488	被遺棄的
H489	喪失
H490	寡婦
H491	寡婦
H492	某人
H493	伊利拿安
H494	以利拿單
H495	以拉撒
H496	以列
H497	以拉大
H498	伊利烏賽
H499	以利亞撒
H500	以利亞利
H501	以利亞薩
H502	結交
H503	使成千倍
H504	群
H505	千
H506	一千
H507	以利弗
H508	以利巴力
H509	傕迫
H510	不上升的
H511	以利加拿
H512	伊勒歌斯
H513	伊勒多臘
H514	伊利提基
H515	伊勒提君
H516	休要毀壞
H517	母親
H518	若
H519	女僕
H520	肘
H521	肘
H522	亞瑪
H523	集體
H524	國家
H525	有技術的
H526	亞們
H527	民眾
H528	亞捫
H529	確定的
H530	堅定
H531	亞摩斯
H532	亞米
H533	強壯的
H534	絕頂
H535	低垂
H536	病
H537	軟弱蒼白的
H538	亞曼
H539	建立
H540	相信
H541	走右邊的路
H542	專家
H543	確定
H544	真實
H545	護育
H546	確實地
H547	柱子
H548	固定不變的
H549	亞瑪拿
H550	暗嫩
H551	真實地
H552	果然
H553	要警覺
H554	強烈的顏色
H555	力量
H556	能力
H557	暗西
H558	亞瑪謝
H559	說
H560	說
H561	說話
H562	應許
H563	羔羊
H564	音麥
H565	命令
H566	音利
H567	亞摩利
H568	亞瑪利雅
H569	暗拉非
H570	往時
H571	穩固
H572	可擴張的物件
H573	亞米太
H574	可佈的
H575	在那裏
H576	我
H577	啊
H578	呻吟
H579	接近
H580	我們
H581	他們
H582	不免一死的
H583	以挪士
H584	歎息
H585	悲嘆
H586	我們
H587	我們
H588	亞拿哈拉
H589	我
H590	N 6船
H591	船
H592	呻吟
H593	阿尼安
H594	鉛垂線
H595	我
H596	悲哀
H597	堅持
H598	痛苦
H599	氣急
H600	臉
H601	不潔淨的鳥
H602	生病
H603	尖叫
H604	蜥蜴
H605	脆弱
H606	人
H607	你
H608	你們
H609	亞撒
H610	塗油的
H611	傷害
H612	束縛
H613	束縛
H614	收集
H615	被縛
H616	囚犯
H617	亞惜
H618	倉庫
H619	押拿
H620	亞斯那巴
H621	亞西納
H622	聚集
H623	亞薩
H624	收集
H625	收集
H626	人民的聚集
H627	人員的聚會
H628	聚在一起
H629	勤勉地
H630	亞斯帕他
H631	負軛
H632	束縛
H633	禁止
H634	以撒哈頓
H635	以斯帖
H636	樹
H637	加添
H638	又
H639	鼻
H640	束上
H641	以弗
H642	束上
H643	帳幕
H644	煮
H645	這裏
H646	束帶
H647	亞斐亞
H648	未成熟的
H649	亞遍
H650	容納
H651	幽暗的
H652	昏暗
H653	幽黑
H654	以弗拉
H655	季節的周轉
H656	消失
H657	中止
H658	以弗大憫
H659	呼吸
H660	蛇
H661	圍繞
H662	包容
H663	亞弗
H664	亞非加
H665	塵土
H666	頭巾
H667	雛鳥
H668	轎
H669	以法蓮
H670	亞法撒人
H671	亞法薩迦人
H672	以法他
H673	以法他人
H674	國家歲入總數
H675	以斯本
H676	握住
H677	手指
H678	極點
H679	手的關節
H680	連接
H681	在旁
H682	亞悉
H683	亞薩利
H684	阿鮮
H685	腳鍊
H686	積蓄
H687	以察
H688	燃燒
H689	細長
H690	亞拉
H691	英雄
H692	亞列利
H693	躲藏
H694	亞拉
H695	伏擊
H696	等待
H697	蝗蟲
H698	埋伏
H699	格子
H700	亞魯泊
H701	亞巴人
H702	四
H703	四
H704	2亞巴
H705	四十
H706	四倍
H707	編織
H708	編織
H709	亞珥歌伯
H710	紫色
H711	紫色
H712	箱子
H713	紫色
H714	亞勒
H715	押墩
H716	亞勒人
H717	摘
H718	看哪
H719	亞發
H720	亞律
H721	亞瓦底人
H722	亞羅底
H723	畜群場所
H724	痊愈
H725	亞魯瑪
H726	以東人
H727	箱子
H728	亞勞拿
H729	堅固的
H730	香柏樹
H731	香柏木壁板
H732	旅行
H733	亞拉
H734	良好的路
H735	道
H736	旅行隊
H737	糧食
H738	獅子
H739	亞利伊勒
H740	亞列
H741	殿的壇
H742	亞利代
H743	亞利大他
H744	獅子
H745	亞利耶
H746	亞略
H747	亞利賽
H748	使長
H749	適合的
H750	忍受
H751	以力
H752	長的
H753	長度
H754	長度
H755	膝
H756	亞基衛
H757	亞基人
H758	亞蘭
H759	城堡
H760	亞蘭瑣巴
H761	亞蘭人
H762	亞蘭語
H763	二河
H764	亞摩尼
H765	亞蘭
H766	白楊樹
H767	阿連
H768	野兔
H769	亞嫩
H770	亞珥難
H771	阿珥楠
H772	地
H773	底
H774	亞珥拔
H775	亞法撒
H776	地
H777	亞雜
H778	地
H779	咒罵
H780	亞拉臘
H781	訂婚
H782	渴望
H783	亞達薛西
H784	火
H785	火
H786	有
H787	根基
H788	亞實別
H789	亞實別人
H790	伊是班
H791	亞實比
H792	伊施巴力
H793	傾流
H794	峽谷
H795	亞實突
H796	亞實突人
H797	亞實突語
H798	毗斯迦峽谷
H799	烈火的律法
H800	火
