1	G70971	Βίβλος
42310	G73459	τῇ
42311	G73486	οἰκίᾳ
42312	G70190	ἤκουσεν
42313	G74719	συμφωνίας
42314	G72518	καὶ
42315	G75366	χορῶν
42316	G72518	καὶ
42317	G74208	προσκαλεσάμενος
42318	G71512	ἕνα
42319	G73459	τῶν
42320	G73689	παίδων
42321	G74308	ἐπυνθάνετο
42322	G74958	τί
42323	G70306	ἂν
42324	G71503	εἴη
42325	G73651	ταῦτα
42326	G73459	ὁ
42327	G71158	δὲ
42328	G72989	εἶπεν
42329	G70838	αὐτῷ
42330	G73627	ὅτι
42331	G73459	Ὁ
42332	G70081	ἀδελφός
42333	G74631	σου
42334	G72230	ἥκει
42335	G72518	καὶ
42336	G72365	ἔθυσεν
42337	G73459	ὁ
42338	G73833	πατήρ
42339	G74631	σου
42340	G73459	τὸν
42341	G73321	μόσχον
42342	G73459	τὸν
42343	G74480	σιτευτόν
42344	G73627	ὅτι
42345	G75048	ὑγιαίνοντα
42346	G70838	αὐτὸν
42347	G70614	ἀπέλαβεν
42348	G73585	ὠργίσθη
42349	G71158	δὲ
42350	G72518	καὶ
42351	G73628	οὐκ
42352	G72294	ἤθελεν
42353	G71517	εἰσελθεῖν
42354	G73459	ὁ
42355	G71158	δὲ
42356	G73833	πατὴρ
42357	G70838	αὐτοῦ
42358	G71823	ἐξελθὼν
42359	G73740	παρεκάλει
42360	G70838	αὐτόν
42361	G73459	ὁ
42362	G71158	δὲ
42363	G70607	ἀποκριθεὶς
42364	G72989	εἶπεν
42365	G73459	τῷ
42366	G73833	πατρὶ
42367	G70838	αὐτοῦ
42368	G72384	Ἰδοὺ
42369	G74975	τοσαῦτα
42370	G72081	ἔτη
42371	G71399	δουλεύω
42372	G74631	σοι
42373	G72518	καὶ
42374	G73636	οὐδέποτε
42375	G71778	ἐντολήν
42376	G74631	σου
42377	G73799	παρῆλθον
42378	G72518	καὶ
42379	G71476	ἐμοὶ
42380	G73636	οὐδέποτε
42381	G71322	ἔδωκας
42382	G72047	ἔριφον
42383	G72427	ἵνα
42384	G73208	μετὰ
42385	G73459	τῶν
42386	G75230	φίλων
42387	G71476	μου
42388	G72154	εὐφρανθῶ
42389	G73626	ὅτε
42390	G71158	δὲ
42391	G73459	ὁ
42392	G75057	υἱός
42393	G74631	σου
42394	G73651	οὗτος
42395	G73459	ὁ
42396	G72699	καταφαγών
42397	G74631	σου
42398	G73459	τὸν
42399	G70974	βίον
42400	G73208	μετὰ
42401	G74074	πορνῶν
42402	G72056	ἦλθεν
42403	G72365	ἔθυσας
42404	G70838	αὐτῷ
42405	G73459	τὸν
42406	G74480	σιτευτὸν
42407	G73321	μόσχον
42408	G73459	ὁ
42409	G71158	δὲ
42410	G72989	εἶπεν
42411	G70838	αὐτῷ
42412	G74900	Τέκνον
42413	G74631	σὺ
42414	G73713	πάντοτε
42415	G73208	μετ’
42416	G71476	ἐμοῦ
42417	G71503	εἶ
42418	G72518	καὶ
42419	G73827	πάντα
42420	G73459	τὰ
42421	G71690	ἐμὰ
42422	G74536	σά
42423	G71503	ἐστιν
42424	G72154	εὐφρανθῆναι
42425	G71158	δὲ
42426	G72518	καὶ
42427	G75307	χαρῆναι
42428	G71207	ἔδει
42429	G73627	ὅτι
42430	G73459	ὁ
42431	G70081	ἀδελφός
42432	G74631	σου
42433	G73651	οὗτος
42434	G73372	νεκρὸς
42435	G71503	ἦν
42436	G72518	καὶ
42437	G72188	ἔζησεν
42438	G72518	καὶ
42439	G70617	ἀπολωλὼς
42440	G72518	καὶ
42441	G72137	εὑρέθη
42442	G72989	Ἔλεγεν
42443	G71158	δὲ
42444	G72518	καὶ
42445	G74182	πρὸς
42446	G73459	τοὺς
42447	G73086	μαθητάς
42448	G70448	Ἄνθρωπός
42449	G74957	τις
42450	G71503	ἦν
42451	G74015	πλούσιος
42452	G73613	ὃς
42453	G72182	εἶχεν
42454	G73495	οἰκονόμον
42455	G72518	καὶ
42456	G73651	οὗτος
42457	G71221	διεβλήθη
42458	G70838	αὐτῷ
42459	G75452	ὡς
42460	G71284	διασκορπίζων
42461	G73459	τὰ
42462	G75070	ὑπάρχοντα
42463	G70838	αὐτοῦ
42464	G72518	καὶ
42465	G75299	φωνήσας
42466	G70838	αὐτὸν
42467	G72989	εἶπεν
42468	G70838	αὐτῷ
42469	G74958	Τί
42470	G73651	τοῦτο
42471	G70190	ἀκούω
42472	G73883	περὶ
42473	G74631	σοῦ
42474	G70587	ἀπόδος
42475	G73459	τὸν
42476	G73043	λόγον
42477	G73459	τῆς
42478	G73494	οἰκονομίας
42479	G74631	σου
42480	G73628	οὐ
42481	G71060	γὰρ
42482	G71410	δύνῃ
42483	G72076	ἔτι
42484	G73493	οἰκονομεῖν
42485	G72989	εἶπεν
42486	G71158	δὲ
42487	G71713	ἐν
42488	G71440	ἑαυτῷ
42489	G73459	ὁ
42490	G73495	οἰκονόμος
42491	G74958	Τί
42492	G74030	ποιήσω
42493	G73627	ὅτι
42494	G73459	ὁ
42495	G72949	κύριός
42496	G71476	μου
42497	G70843	ἀφαιρεῖται
42498	G73459	τὴν
42499	G73494	οἰκονομίαν
42500	G70571	ἀπ’
42501	G71476	ἐμοῦ
42502	G74489	σκάπτειν
42503	G73628	οὐκ
42504	G72462	ἰσχύω
42505	G71864	ἐπαιτεῖν
42506	G70154	αἰσχύνομαι
42507	G71094	ἔγνων
42508	G74958	τί
42509	G74030	ποιήσω
42510	G72427	ἵνα
42511	G73625	ὅταν
42512	G73162	μετασταθῶ
42513	G71527	ἐκ
42514	G73459	τῆς
42515	G73494	οἰκονομίας
42516	G71206	δέξωνταί
42517	G71476	με
42518	G71511	εἰς
42519	G73459	τοὺς
42520	G73496	οἴκους
42521	G71440	ἑαυτῶν
42522	G72518	καὶ
42523	G74208	προσκαλεσάμενος
42524	G71512	ἕνα
42525	G71528	ἕκαστον
42526	G73459	τῶν
42527	G75374	χρεοφειλετῶν
42528	G73459	τοῦ
42529	G72949	κυρίου
42530	G71440	ἑαυτοῦ
42531	G72989	ἔλεγεν
42532	G73459	τῷ
42533	G74278	πρώτῳ
42534	G74084	Πόσον
42535	G73657	ὀφείλεις
42536	G73459	τῷ
42537	G72949	κυρίῳ
42538	G71476	μου
42539	G73459	ὁ
42540	G71158	δὲ
42541	G72989	εἶπεν
42542	G71530	Ἑκατὸν
42543	G70937	βάτους
42544	G71630	ἐλαίου
42545	G73459	ὁ
42546	G71158	δὲ
42547	G72989	εἶπεν
42548	G70838	αὐτῷ
42549	G71206	Δέξαι
42550	G74631	σου
42551	G73459	τὰ
42552	G71118	γράμματα
42553	G72518	καὶ
42554	G72508	καθίσας
42555	G74888	ταχέως
42556	G71122	γράψον
42557	G73875	πεντήκοντα
42558	G71892	ἔπειτα
42559	G72074	ἑτέρῳ
42560	G72989	εἶπεν
42561	G74631	Σὺ
42562	G71158	δὲ
42563	G74084	πόσον
42564	G73657	ὀφείλεις
42565	G73459	ὁ
42566	G71158	δὲ
42567	G72989	εἶπεν
42568	G71530	Ἑκατὸν
42569	G72870	κόρους
42570	G74484	σίτου
42571	G72989	λέγει
42572	G70838	αὐτῷ
42573	G71206	Δέξαι
42574	G74631	σου
42575	G73459	τὰ
42576	G71118	γράμματα
42577	G72518	καὶ
42578	G71122	γράψον
42579	G73460	ὀγδοήκοντα
42580	G72518	καὶ
42581	G71860	ἐπῄνεσεν
42582	G73459	ὁ
42583	G72949	κύριος
42584	G73459	τὸν
42585	G73495	οἰκονόμον
42586	G73459	τῆς
42587	G70093	ἀδικίας
42588	G73627	ὅτι
42589	G75274	φρονίμως
42590	G74030	ἐποίησεν
42591	G73627	ὅτι
42592	G73459	οἱ
42593	G75057	υἱοὶ
42594	G73459	τοῦ
42595	G70166	αἰῶνος
42596	G73651	τούτου
42597	G75273	φρονιμώτεροι
42598	G75073	ὑπὲρ
42599	G73459	τοὺς
42600	G75057	υἱοὺς
42601	G73459	τοῦ
42602	G75301	φωτὸς
42603	G71511	εἰς
42604	G73459	τὴν
42605	G71071	γενεὰν
42606	G73459	τὴν
42607	G71440	ἑαυτῶν
42608	G71503	εἰσιν
42609	G72518	καὶ
42610	G71476	ἐγὼ
42611	G74631	ὑμῖν
42612	G72989	λέγω
42613	G71440	ἑαυτοῖς
42614	G74030	ποιήσατε
42615	G75230	φίλους
42616	G71527	ἐκ
42617	G73459	τοῦ
42618	G73113	μαμωνᾶ
42619	G73459	τῆς
42620	G70093	ἀδικίας
42621	G72427	ἵνα
42622	G73625	ὅταν
42623	G71578	ἐκλίπῃ
42624	G71206	δέξωνται
42625	G74631	ὑμᾶς
42626	G71511	εἰς
42627	G73459	τὰς
42628	G70167	αἰωνίους
42629	G74496	σκηνάς
42630	G73459	Ὁ
42631	G73977	πιστὸς
42632	G71713	ἐν
42633	G71639	ἐλαχίστῳ
42634	G72518	καὶ
42635	G71713	ἐν
42636	G74054	πολλῷ
42637	G73977	πιστός
42638	G71503	ἐστιν
42639	G72518	καὶ
42640	G73459	ὁ
42641	G71713	ἐν
42642	G71639	ἐλαχίστῳ
42643	G70094	ἄδικος
42644	G72518	καὶ
42645	G71713	ἐν
42646	G74054	πολλῷ
42647	G70094	ἄδικός
42648	G71503	ἐστιν
42649	G71489	εἰ
42650	G73640	οὖν
42651	G71713	ἐν
42652	G73459	τῷ
42653	G70094	ἀδίκῳ
42654	G73113	μαμωνᾷ
42655	G73977	πιστοὶ
42656	G73628	οὐκ
42657	G71093	ἐγένεσθε
42658	G73459	τὸ
42659	G70229	ἀληθινὸν
42660	G74958	τίς
42661	G74631	ὑμῖν
42662	G73973	πιστεύσει
42663	G72518	καὶ
42664	G71489	εἰ
42665	G71713	ἐν
42666	G73459	τῷ
42667	G70247	ἀλλοτρίῳ
42668	G73977	πιστοὶ
42669	G73628	οὐκ
42670	G71093	ἐγένεσθε
42671	G73459	τὸ
42672	G75060	ὑμέτερον
42673	G74958	τίς
42674	G71322	δώσει
42675	G74631	ὑμῖν
42676	G73635	οὐδεὶς
42677	G73482	οἰκέτης
42678	G71410	δύναται
42679	G71417	δυσὶ
42680	G72949	κυρίοις
42681	G71399	δουλεύειν
42682	G72219	ἢ
42683	G71060	γὰρ
42684	G73459	τὸν
42685	G71512	ἕνα
42686	G73279	μισήσει
42687	G72518	καὶ
42688	G73459	τὸν
42689	G72074	ἕτερον
42690	G70025	ἀγαπήσει
42691	G72219	ἢ
42692	G71512	ἑνὸς
42693	G70473	ἀνθέξεται
42694	G72518	καὶ
42695	G73459	τοῦ
42696	G72074	ἑτέρου
42697	G72687	καταφρονήσει
42698	G73628	οὐ
42699	G71410	δύνασθε
42700	G72301	θεῷ
42701	G71399	δουλεύειν
42702	G72518	καὶ
42703	G73113	μαμωνᾷ
42704	G70190	Ἤκουον
42705	G71158	δὲ
42706	G73651	ταῦτα
42707	G73827	πάντα
42708	G73459	οἱ
42709	G75177	Φαρισαῖοι
42710	G75212	φιλάργυροι
42711	G75070	ὑπάρχοντες
42712	G72518	καὶ
42713	G71583	ἐξεμυκτήριζον
42714	G70838	αὐτόν
42715	G72518	καὶ
42716	G72989	εἶπεν
42717	G70838	αὐτοῖς
42718	G74631	Ὑμεῖς
42719	G71503	ἐστε
42720	G73459	οἱ
42721	G71342	δικαιοῦντες
42722	G71440	ἑαυτοὺς
42723	G71792	ἐνώπιον
42724	G73459	τῶν
42725	G70448	ἀνθρώπων
42726	G73459	ὁ
42727	G71158	δὲ
42728	G72301	θεὸς
42729	G71094	γινώσκει
42730	G73459	τὰς
42731	G72571	καρδίας
42732	G74631	ὑμῶν
42733	G73627	ὅτι
42734	G73459	τὸ
42735	G71713	ἐν
42736	G70448	ἀνθρώποις
42737	G75155	ὑψηλὸν
42738	G70940	βδέλυγμα
42739	G71792	ἐνώπιον
42740	G73459	τοῦ
42741	G72301	θεοῦ
42742	G73459	Ὁ
42743	G73422	νόμος
42744	G72518	καὶ
42745	G73459	οἱ
42746	G74262	προφῆται
42747	G73243	μέχρι
42748	G72473	Ἰωάννου
42749	G70571	ἀπὸ
42750	G74976	τότε
42751	G73459	ἡ
42752	G70927	βασιλεία
42753	G73459	τοῦ
42754	G72301	θεοῦ
42755	G72084	εὐαγγελίζεται
42756	G72518	καὶ
42757	G73827	πᾶς
42758	G71511	εἰς
42759	G70838	αὐτὴν
42760	G70966	βιάζεται
42761	G72112	Εὐκοπώτερον
42762	G71158	δέ
42763	G71503	ἐστιν
42764	G73459	τὸν
42765	G73645	οὐρανὸν
42766	G72518	καὶ
42767	G73459	τὴν
42768	G71090	γῆν
42769	G73799	παρελθεῖν
42770	G72219	ἢ
42771	G73459	τοῦ
42772	G73422	νόμου
42773	G71512	μίαν
42774	G72747	κεραίαν
42775	G73971	πεσεῖν
42776	G73827	Πᾶς
42777	G73459	ὁ
42778	G70625	ἀπολύων
42779	G73459	τὴν
42780	G71132	γυναῖκα
42781	G70838	αὐτοῦ
42782	G72518	καὶ
42783	G71056	γαμῶν
42784	G72074	ἑτέραν
42785	G73304	μοιχεύει
42786	G72518	καὶ
42787	G73459	ὁ
42788	G70625	ἀπολελυμένην
42789	G70571	ἀπὸ
42790	G70439	ἀνδρὸς
42791	G71056	γαμῶν
42792	G73304	μοιχεύει
42793	G70448	Ἄνθρωπος
42794	G71158	δέ
42795	G74957	τις
42796	G71503	ἦν
42797	G74015	πλούσιος
42798	G72518	καὶ
42799	G71729	ἐνεδιδύσκετο
42800	G74079	πορφύραν
42801	G72518	καὶ
42802	G71036	βύσσον
42803	G72154	εὐφραινόμενος
42804	G72579	καθ’
42805	G72238	ἡμέραν
42806	G72975	λαμπρῶς
42807	G74300	πτωχὸς
42808	G71158	δέ
42809	G74957	τις
42810	G73561	ὀνόματι
42811	G72963	Λάζαρος
42812	G70902	ἐβέβλητο
42813	G74182	πρὸς
42814	G73459	τὸν
42815	G74307	πυλῶνα
42816	G70838	αὐτοῦ
42817	G71661	εἱλκωμένος
42818	G72518	καὶ
42819	G71929	ἐπιθυμῶν
42820	G75367	χορτασθῆναι
42821	G70571	ἀπὸ
42822	G73459	τῶν
42823	G73971	πιπτόντων
42824	G70571	ἀπὸ
42825	G73459	τῆς
42826	G74980	τραπέζης
42827	G73459	τοῦ
42828	G74015	πλουσίου
42829	G70236	ἀλλὰ
42830	G72518	καὶ
42831	G73459	οἱ
42832	G72952	κύνες
42833	G72056	ἐρχόμενοι
42834	G71946	ἐπέλειχον
42835	G73459	τὰ
42836	G71662	ἕλκη
42837	G70838	αὐτοῦ
42838	G71093	ἐγένετο
42839	G71158	δὲ
42840	G70595	ἀποθανεῖν
42841	G73459	τὸν
42842	G74300	πτωχὸν
42843	G72518	καὶ
42844	G70660	ἀπενεχθῆναι
42845	G70838	αὐτὸν
42846	G75105	ὑπὸ
42847	G73459	τῶν
42848	G70033	ἀγγέλων
42849	G71511	εἰς
42850	G73459	τὸν
42851	G72843	κόλπον
42852	G70010	Ἀβραάμ
42853	G70595	ἀπέθανεν
42854	G71158	δὲ
42855	G72518	καὶ
42856	G73459	ὁ
42857	G74015	πλούσιος
42858	G72518	καὶ
42859	G72275	ἐτάφη
42860	G72518	καὶ
42861	G71713	ἐν
42862	G73459	τῷ
42863	G70087	ᾅδῃ
42864	G71862	ἐπάρας
42865	G73459	τοὺς
42866	G73661	ὀφθαλμοὺς
42867	G70838	αὐτοῦ
42868	G75070	ὑπάρχων
42869	G71713	ἐν
42870	G70926	βασάνοις
42871	G73583	ὁρᾷ
42872	G70010	Ἀβραὰμ
42873	G70571	ἀπὸ
42874	G73100	μακρόθεν
42875	G72518	καὶ
42876	G72963	Λάζαρον
42877	G71713	ἐν
42878	G73459	τοῖς
42879	G72843	κόλποις
42880	G70838	αὐτοῦ
42881	G72518	καὶ
42882	G70838	αὐτὸς
42883	G75299	φωνήσας
42884	G72989	εἶπεν
42885	G73833	Πάτερ
42886	G70010	Ἀβραάμ
42887	G71641	ἐλέησόν
42888	G71476	με
42889	G72518	καὶ
42890	G73863	πέμψον
42891	G72963	Λάζαρον
42892	G72427	ἵνα
42893	G70907	βάψῃ
42894	G73459	τὸ
42895	G70205	ἄκρον
42896	G73459	τοῦ
42897	G71143	δακτύλου
42898	G70838	αὐτοῦ
42899	G75054	ὕδατος
42900	G72518	καὶ
42901	G72692	καταψύξῃ
42902	G73459	τὴν
42903	G71097	γλῶσσάν
42904	G71476	μου
42905	G73627	ὅτι
42906	G73471	ὀδυνῶμαι
42907	G71713	ἐν
42908	G73459	τῇ
42909	G75240	φλογὶ
42910	G73651	ταύτῃ
42911	G72989	εἶπεν
42912	G71158	δὲ
42913	G70010	Ἀβραάμ
42914	G74900	Τέκνον
42915	G73278	μνήσθητι
42916	G73627	ὅτι
42917	G70614	ἀπέλαβες
42918	G73459	τὰ
42919	G70017	ἀγαθά
42920	G74631	σου
42921	G71713	ἐν
42922	G73459	τῇ
42923	G72213	ζωῇ
42924	G74631	σου
42925	G72518	καὶ
42926	G72963	Λάζαρος
42927	G73543	ὁμοίως
42928	G73459	τὰ
42929	G72541	κακά
42930	G73440	νῦν
42931	G71158	δὲ
42932	G75442	ὧδε
42933	G73740	παρακαλεῖται
42934	G74631	σὺ
42935	G71158	δὲ
42936	G73471	ὀδυνᾶσαι
42937	G72518	καὶ
42938	G71713	ἐν
42939	G73827	πᾶσι
42940	G73651	τούτοις
42941	G73224	μεταξὺ
42942	G71476	ἡμῶν
42943	G72518	καὶ
42944	G74631	ὑμῶν
42945	G75334	χάσμα
42946	G73156	μέγα
42947	G74601	ἐστήρικται
42948	G73579	ὅπως
42949	G73459	οἱ
42950	G72294	θέλοντες
42951	G71220	διαβῆναι
42952	G71754	ἔνθεν
42953	G74182	πρὸς
42954	G74631	ὑμᾶς
42955	G73244	μὴ
42956	G71410	δύνωνται
42957	G73247	μηδὲ
42958	G71554	ἐκεῖθεν
42959	G74182	πρὸς
42960	G71476	ἡμᾶς
42961	G71273	διαπερῶσιν
42962	G72989	εἶπεν
42963	G71158	δέ
42964	G72057	Ἐρωτῶ
42965	G74631	σε
42966	G73640	οὖν
42967	G73833	πάτερ
42968	G72427	ἵνα
42969	G73863	πέμψῃς
42970	G70838	αὐτὸν
42971	G71511	εἰς
42972	G73459	τὸν
42973	G73496	οἶκον
42974	G73459	τοῦ
42975	G73833	πατρός
42976	G71476	μου
42977	G72182	ἔχω
42978	G71060	γὰρ
42979	G73873	πέντε
42980	G70081	ἀδελφούς
42981	G73579	ὅπως
42982	G71260	διαμαρτύρηται
42983	G70838	αὐτοῖς
42984	G72427	ἵνα
42985	G73244	μὴ
42986	G72518	καὶ
42987	G70838	αὐτοὶ
42988	G72056	ἔλθωσιν
42989	G71511	εἰς
42990	G73459	τὸν
42991	G74974	τόπον
42992	G73651	τοῦτον
42993	G73459	τῆς
42994	G70926	βασάνου
42995	G72989	λέγει
42996	G71158	δὲ
42997	G70010	Ἀβραάμ
42998	G72182	Ἔχουσι
42999	G73347	Μωϋσέα
43000	G72518	καὶ
43001	G73459	τοὺς
43002	G74262	προφήτας
43003	G70190	ἀκουσάτωσαν
43004	G70838	αὐτῶν
43005	G73459	ὁ
43006	G71158	δὲ
43007	G72989	εἶπεν
43008	G73653	Οὐχί
43009	G73833	πάτερ
43010	G70010	Ἀβραάμ
43011	G70236	ἀλλ’
43012	G71438	ἐάν
43013	G74957	τις
43014	G70571	ἀπὸ
43015	G73372	νεκρῶν
43016	G74068	πορευθῇ
43017	G74182	πρὸς
43018	G70838	αὐτοὺς
43019	G73222	μετανοήσουσιν
43020	G72989	εἶπεν
43021	G71158	δὲ
43022	G70838	αὐτῷ
43023	G71489	Εἰ
43024	G73347	Μωϋσέως
43025	G72518	καὶ
43026	G73459	τῶν
43027	G74262	προφητῶν
43028	G73628	οὐκ
43029	G70190	ἀκούουσιν
43030	G73634	οὐδ’
43031	G71438	ἐάν
43032	G74957	τις
43033	G71527	ἐκ
43034	G73372	νεκρῶν
43035	G70452	ἀναστῇ
43036	G73853	πεισθήσονται
43037	G72989	Εἶπεν
43038	G71158	δὲ
43039	G74182	πρὸς
43040	G73459	τοὺς
43041	G73086	μαθητὰς
43042	G70838	αὐτοῦ
43043	G70422	Ἀνένδεκτόν
43044	G71503	ἐστιν
43045	G73459	τοῦ
43046	G73459	τὰ
43047	G74488	σκάνδαλα
43048	G73244	μὴ
43049	G72056	ἐλθεῖν
43050	G74003	πλὴν
43051	G73632	οὐαὶ
43052	G71219	δι’
43053	G73613	οὗ
43054	G72056	ἔρχεται
43055	G73066	λυσιτελεῖ
43056	G70838	αὐτῷ
43057	G71489	εἰ
43058	G73023	λίθος
43059	G73329	μυλικὸς
43060	G73901	περίκειται
43061	G73883	περὶ
43062	G73459	τὸν
43063	G74985	τράχηλον
43064	G70838	αὐτοῦ
43065	G72518	καὶ
43066	G74361	ἔρριπται
43067	G71511	εἰς
43068	G73459	τὴν
43069	G72265	θάλασσαν
43070	G72219	ἢ
43071	G72427	ἵνα
43072	G74487	σκανδαλίσῃ
43073	G73459	τῶν
43074	G73273	μικρῶν
43075	G73651	τούτων
43076	G71512	ἕνα
43077	G74204	προσέχετε
43078	G71440	ἑαυτοῖς
43079	G71438	ἐὰν
43080	G70266	ἁμάρτῃ
43081	G73459	ὁ
43082	G70081	ἀδελφός
43083	G74631	σου
43084	G72002	ἐπιτίμησον
43085	G70838	αὐτῷ
43086	G72518	καὶ
43087	G71438	ἐὰν
43088	G73222	μετανοήσῃ
43089	G70856	ἄφες
43090	G70838	αὐτῷ
43091	G72518	καὶ
43092	G71438	ἐὰν
43093	G72027	ἑπτάκις
43094	G73459	τῆς
43095	G72238	ἡμέρας
43096	G70266	ἁμαρτήσῃ
43097	G71511	εἰς
43098	G74631	σὲ
43099	G72518	καὶ
43100	G72027	ἑπτάκις
43101	G71989	ἐπιστρέψῃ
43102	G74182	πρὸς
43103	G74631	σὲ
43104	G72989	λέγων
43105	G73222	Μετανοῶ
43106	G70856	ἀφήσεις
43107	G70838	αὐτῷ
43108	G72518	Καὶ
43109	G72989	εἶπαν
43110	G73459	οἱ
43111	G70645	ἀπόστολοι
43112	G73459	τῷ
43113	G72949	κυρίῳ
43114	G74237	Πρόσθες
43115	G71476	ἡμῖν
